event_id,landslide_trigger,landslide_size,fatality_count,admin_division_name,longitude,latitude,event_date,elevation,slope,aspect,ndvi,ndwi,population,soil_type,rainfall_3d,rainfall_7d,rainfall_14d,rainfall_30d
2461,downpour,medium,1,Himachal Pradesh,78.21140177,31.45819988,2010-9-19,3044,23.57982655,270,0.7461182475,-0.6271293759,0.1858427078,7,0,0,47.2699852,94.60771561
2462,downpour,medium,0,Himachal Pradesh,77.11029811,30.90859784,2010-9-19,1572,20.54193677,30.23187562,0.2284118235,-0.2870797515,21.39668655,7,0,0,184.7977753,373.8773346
2463,downpour,medium,0,Uttarakhand,77.50920037,31.11909863,2010-9-19,1561,31.23109563,171.0298313,0.3471467495,-0.4857852161,12.04228973,7,0,0,159.6561241,288.6104889
2464,downpour,medium,0,Uttarakhand,77.50630195,30.95439727,2010-9-19,2582,14.62360416,60.24263263,0.7640387416,-0.7053191662,0.09287475049,7,0,0,117.2547989,339.921669
2465,downpour,medium,0,Uttarakhand,77.41530062,31.41610151,2010-9-19,1905,21.5682277,19.62765597,0.6081221104,-0.6078552604,1.593971491,7,0,0,97.30905914,251.2618752
2466,downpour,medium,0,Uttarakhand,76.95760511,30.87409778,2010-9-19,1279,32.78090217,301.8619825,0.6760706306,-0.6456352472,3.555619955,7,0,0,231.1728516,438.1253929
2467,downpour,medium,0,Uttarakhand,77.16950159,30.71979951,2010-9-19,1130,14.26413437,162.7664126,0.5632189512,-0.5919377804,2.185264587,4,0,0,189.0493793,305.2257595
2468,downpour,medium,0,Uttarakhand,77.09649719,30.90350109,2010-9-19,1417,25.60669917,222.0055793,0.3529107571,-0.4517424107,15.31701374,7,0,0,184.7977753,373.8773346
2469,downpour,medium,0,Uttarakhand,77.46679878,30.90090144,2010-9-19,2470,30.79169209,333.6911982,0.7702658176,-0.7146072984,0.1364288628,9,0,0,179.9736023,407.3363228
2470,downpour,medium,2,Uttarakhand,78.07669678,30.43260218,2010-9-19,1419,23.7174283,280.6163347,0.775908649,-0.6858395338,4.422263622,4,0,31.51133156,337.1960773,1042.533846
2471,downpour,medium,0,Uttarakhand,80.05800023,29.79109807,2010-9-19,1447,20.83556961,303.570014,0.6539787054,-0.6211277843,1.498232961,7,125.9339294,180.581955,243.1776352,460.5048885
2475,downpour,medium,0,Himachal Pradesh,77.71550068,31.15809792,2010-9-20,1758,28.25178309,129.2435251,0.3681628704,-0.490455538,2.688562632,7,0,0,118.3195648,194.1976128
2476,downpour,medium,0,Himachal Pradesh,79.48410055,29.39870164,2010-9-20,2280,25.9851585,97.63412455,0.6374804378,-0.6358461976,1.871601582,4,150.028183,236.361084,387.9194107,758.979187
2478,downpour,medium,0,Himachal Pradesh,78.44010014,30.7331991,2010-9-20,1441,40.92137892,166.1741737,0.6841931343,-0.6736787558,3.412759781,7,0,0,220.8124084,592.6343307
2479,downpour,medium,0,Uttarakhand,78.28440171,31.56990037,2010-9-20,2306,37.39049741,304.8800395,0.4864910245,-0.4538727701,0.2737004757,9,0,0,33.52494431,80.63847351
2480,downpour,medium,0,Uttarakhand,77.11789641,31.94400111,2010-9-20,1347,24.19836748,257.517993,0.6202546358,-0.6266616583,7.895431042,7,0,0,0,98.80586529
2488,downpour,medium,0,Himachal Pradesh,77.10379674,31.02149782,2010-9-22,1692,35.40542762,79.50261228,0.4193332493,-0.4451057315,1.205998778,7,41.99423599,41.99423599,237.5809135,433.9937344
2492,downpour,medium,0,Kashmir,75.17707268,33.27139969,2010-9-23,1146,48.42106878,274.943262,0.4080142081,-0.3762352169,1.690073729,7,35.87011337,35.87011337,63.82519531,169.234437
2502,downpour,medium,0,Kashmir,75.23819804,33.241002,2010-9-25,732,13.16746415,194.3705668,0.07947633415,-0.1520219445,7.494973183,7,41.65919876,41.65919876,68.95125961,133.1071472
2538,continuous_rain,medium,0,Himachal Pradesh,76.81799957,30.91410037,2010-10-03,428,3.858420848,196.2458869,0.2557286322,-0.3679535091,6.164227962,4,0,0,145.5928116,392.3217239
2546,downpour,medium,0,Himachal Pradesh,77.17920014,30.95459793,2010-10-04,1864,37.99735984,335.746962,0.7848115563,-0.7054610252,0.8180151582,4,0,0,153.0225563,363.6668129
2594,downpour,medium,0,Kashmir,75.80619833,33.18470139,2010-10-12,982,20.46378495,260.0075208,0.1953109205,-0.2667244971,2.024087906,7,0,0,0,64.37195587
2596,rain,medium,0,Himachal Pradesh,78.26190108,31.51580255,2010-10-14,1899,44.2982923,344.1908325,0.1760299653,-0.1657132953,1.991736054,7,0,0,0,107.8801193
2645,downpour,medium,3,Kashmir,74.02269614,34.0886994,2010-10-21,1394,21.00040183,104.656186,0.5540015697,-0.5834013224,5.447740078,7,0,0,0,36.93595314
2648,downpour,medium,1,Kashmir,74.9396969,33.01069834,2010-10-22,1428,36.33100897,231.9509379,0.4359036684,-0.3814508915,4.009647846,4,8.496903419,8.496903419,8.496903419,54.48717594
3097,downpour,medium,0,Kashmir,75.17240846,33.35406696,2011-02-07,1297,33.88209581,231.1884038,0.2734926343,-0.3085698187,6.742837906,7,38.00735474,41.82832909,52.48942947,97.50302076
3113,rain,medium,0,Kashmir,74.1872013,33.57699972,2011-2-13,1382,13.59905198,242.0682496,0.4079357386,-0.517320931,2.389714479,7,24.62093258,42.11546421,53.42428517,80.79491544
3114,snowfall_snowmelt,medium,0,Kashmir,75.81009558,33.18040281,2011-2-13,1161,28.2818086,256.0724562,0.3622827232,-0.4378650486,2.085791588,7,16.1846137,40.05245304,46.02542019,65.82267809
3115,snowfall_snowmelt,medium,0,Kashmir,75.18270007,33.30370142,2011-2-13,1124,12.61528019,322.714083,0.09991171956,-0.1288724989,3.644085169,7,17.68161964,65.46159554,80.74549294,136.4201846
3116,downpour,medium,0,Kashmir,75.19210431,33.33875887,2011-2-13,1226,30.93305007,255.9297262,0.1308038384,-0.1807055473,3.265741348,9,16.17850113,59.32392502,73.55359554,129.2484045
3117,downpour,medium,0,Kashmir,74.94370117,33.01649963,2011-2-13,1857,24.89412193,131.5119165,0.4474021196,-0.5316861272,2.824498653,4,17.62021065,37.67281818,45.91501331,63.3970499
3127,downpour,medium,0,Kashmir,75.1773982,33.33079937,2011-2-16,1826,33.67652894,341.3463949,0.6383569837,-0.5389217734,2.34163928,7,29.46936607,47.15098572,110.214859,120.8759594
3128,downpour,medium,0,Kashmir,75.24400379,33.2608985,2011-2-16,1486,37.06801347,160.5397229,0.4653445184,-0.5026519299,2.219468355,7,19.67120361,31.47392559,68.55622005,80.00279522
3141,downpour,medium,0,Uttarakhand,79.22930306,30.47490122,2011-2-23,2901,46.34326511,149.879965,0.6036303639,-0.6390901804,0.6495862007,7,12.45854664,62.29273319,99.3260603,115.0282996
3143,downpour,medium,0,Kashmir,75.17720199,33.33070127,2011-2-24,1818,35.3648323,335.8281836,0.6609356999,-0.5480628014,2.34163928,7,10.27474093,21.37823725,72.2303884,145.9553621
3146,continuous_rain,medium,0,Himachal Pradesh,77.1783975,32.23379809,2011-2-25,2144,27.63808829,171.5939514,0.747759223,-0.6878085136,1.335586905,7,12.22186208,23.75917363,55.39996266,100.7300825
3159,downpour,medium,0,Kashmir,75.19190365,33.24769957,2011-03-01,907,23.12569606,85.65228358,0.6159223914,-0.5988457799,1.848232388,7,7.230464458,27.1909523,48.63094521,148.2249393
3171,downpour,medium,1,Kashmir,75.66950013,33.22569836,2011-03-03,2061,51.16718301,94.48415777,0.1954644471,-0.2608699501,1.153481483,9,17.8101697,21.40667844,46.06009674,112.7412382
3174,downpour,medium,0,Himachal Pradesh,77.15859909,32.09960144,2011-03-05,1704,24.63697341,270,0.5487815738,-0.5381862521,4.010556698,7,21.85381126,40.7147522,73.18768501,153.5376098
3250,downpour,medium,0,Kashmir,75.17730009,33.33079937,2011-3-19,1826,33.67652894,341.3463949,0.6383569837,-0.5389217734,2.34163928,7,7.042335987,7.042335987,7.042335987,77.52180147
3251,downpour,medium,0,Kashmir,75.19168961,33.33903087,2011-3-19,1206,33.70160934,229.0561836,0.122388266,-0.1570150703,3.284401655,7,0,0,0,75.15981698
3252,downpour,medium,0,Kashmir,75.16110018,33.24660263,2011-3-19,1282,33.98136112,257.5172394,0.6737033725,-0.6118978262,1.113158822,7,0,0,0,68.54385591
3342,downpour,medium,0,Kashmir,74.34449609,34.21009843,2011-04-06,1582,5.137631836,25.81248716,0.3154126406,-0.3067502677,28.19516563,7,16.16827297,18.86298513,40.39658117,61.5539465
3373,downpour,medium,0,Kashmir,75.19989882,33.3644968,2011-4-17,1862,31.30457286,252.9735218,0.595557034,-0.5751124024,2.860817909,7,14.53451204,32.61303949,63.96314907,113.1866465
3374,downpour,medium,5,Kashmir,74.27179936,34.18020015,2011-4-17,1588,4.475440296,270,0.2801243961,-0.2765185833,5.611274242,7,33.11439323,54.60515881,80.49219728,124.4460931
3375,downpour,medium,1,Kashmir,75.88860252,33.25989967,2011-4-17,2951,16.59701496,139.4955786,0.3739067018,-0.4873530865,0.4150267243,7,9.887409925,17.38199377,30.03976679,51.31467044
3376,downpour,medium,0,Kashmir,75.55259588,33.14880116,2011-4-17,1039,31.95231134,196.1999321,0.5958896279,-0.5919750929,12.48243237,7,20.68896627,34.98967123,53.6880796,82.16570973
3380,downpour,medium,0,Kashmir,74.90350237,33.58079887,2011-4-19,2222,16.54949829,11.31293491,0.3793507218,-0.4358544946,1.270153165,7,47.03796387,76.64426041,115.4231987,180.1524358
3558,rain,medium,0,Uttarakhand,78.32759702,30.92060174,2011-5-31,2446,33.6445421,134.8603926,0.3138478994,-0.4511843622,0.5179786682,7,0,100.651123,274.2578888,337.94944
3559,rain,medium,1,Uttarakhand,78.27410119,30.47829905,2011-5-31,2258,22.85378009,147.6698997,0.8156708479,-0.7466722131,0.9056364298,4,39.9475708,48.30232048,75.30394554,82.6150136
3577,downpour,medium,0,Uttarakhand,79.35410438,30.5319019,2011-06-07,2663,44.80749803,67.98625583,0.622795105,-0.6153728366,0.06479022652,7,0,0,99.82294464,195.7348261
3578,downpour,medium,0,Uttarakhand,78.90799807,30.24140039,2011-06-07,766,34.3723316,6.290919032,0.7244662642,-0.6567722559,7.351329803,7,0,0,32.49501038,82.2128849
3579,downpour,medium,4,Kashmir,75.43250337,33.12890019,2011-06-08,825,32.58926896,344.2082638,-0.198129639,0.2465938926,,7,0,0,9.792498589,54.37255096
3581,downpour,medium,1,Kashmir,75.32779476,33.16170134,2011-06-09,724,10.98168067,265.214753,0.004336529877,0.03159244731,5.766898155,7,7.417754173,7.417754173,7.417754173,55.93824387
3611,downpour,medium,0,Himachal Pradesh,77.24659945,32.37089761,2011-6-14,3969,2.87241577,130.1844557,-0.01274421811,-0.003344408935,0.08035057783,7,0,0,14.59740829,47.92115617
3618,downpour,medium,0,Himachal Pradesh,77.97979606,31.56389842,2011-6-17,1459,11.44440862,343.6479107,0.05093086883,-0.07436912507,2.649579525,9,0,43.09530258,43.09530258,118.8703566
3666,continuous_rain,medium,0,Himachal Pradesh,77.21469904,32.43180001,2011-6-29,3576,54.04319462,241.2204285,0.1971409321,-0.2824315727,0.07406000048,7,17.11097288,17.11097288,22.47244167,37.94917774
3667,continuous_rain,medium,0,Himachal Pradesh,77.18979496,32.22819745,2011-6-29,1815,10.4255132,290.6046888,0.07600524276,-0.1099117771,3.146330833,7,0,41.76119614,41.76119614,83.32933426
3668,downpour,medium,0,Uttarakhand,79.92980108,29.60699962,2011-6-29,1728,25.94369193,84.27128668,0.55669415,-0.5756903291,1.13683784,4,0,249.2575607,249.2575607,249.2575607
3669,downpour,medium,0,Uttarakhand,78.79630205,30.76659777,2011-6-29,3842,34.22147402,1.587226192,0.06779840589,-0.07976265252,0.1147781909,7,0,351.0825195,351.0825195,351.0825195
3670,downpour,large,10,Uttarakhand,79.04191825,30.67629652,2011-6-29,2514,32.31618886,147.6169942,0.4973144829,-0.5740426779,0.4358450472,7,0,317.8883667,317.8883667,317.8883667
3671,downpour,medium,0,Uttarakhand,78.22425289,30.81507266,2011-6-29,1359,21.42865744,305.2705595,0.4446889758,-0.4934687912,4.751493931,7,0,71.43713379,118.5903473,150.2799664
3673,downpour,medium,0,Uttarakhand,78.89959713,30.24160105,2011-6-29,657,36.02087542,34.53811498,0.07498855889,-0.1027510166,4.450227737,7,0,0,79.96993256,145.578186
3674,downpour,medium,0,Uttarakhand,79.01930169,30.06670173,2011-6-29,2187,21.8057355,232.633698,0.7714608908,-0.7287510633,0.4608445168,6,56.45711327,114.7727776,165.9478807,240.0245876
3678,downpour,medium,0,Uttarakhand,78.77529968,30.14999774,2011-6-30,1606,22.48509683,71.7673601,0.174711138,-0.2160116136,11.74853897,7,65.07862854,132.0180893,132.0180893,182.7453918
3707,rain,medium,0,Kashmir,75.49600097,34.16009853,2011-07-03,3755,17.08645629,333.5442714,-0.02035990544,0.01324358396,0.0907510519,9,0,0,0,43.69727898
3708,downpour,medium,0,Kashmir,76.82599474,34.14910238,2011-07-03,4232,48.09691923,241.3564612,0.03481408209,-0.0830834955,0.007243947592,7,0,4.857241631,4.857241631,4.857241631
3737,downpour,medium,0,Uttarakhand,78.03190065,30.32140112,2011-07-06,656,2.780288516,180,0.1629711688,-0.2060895413,135.0169678,7,0,44.53027725,167.8983231,208.2668991
3745,rain,medium,0,Himachal Pradesh,77.02059883,30.9209005,2011-07-08,1288,14.2359606,255.2133721,0.5905809999,-0.6231375337,3.33001852,7,44.20800781,44.20800781,173.6867847,275.0299511
3746,rain,medium,0,Himachal Pradesh,79.5192026,30.65090193,2011-07-08,2238,9.255989856,6.630298258,0.3396884203,-0.451410383,0.6697667241,7,0,0,0,251.9232483
3747,downpour,medium,0,Uttarakhand,77.19349601,32.32369802,2011-07-08,2576,26.70568532,241.1402228,0.41987288,-0.4744795561,0.5326458216,7,0,0,42.50687313,54.80346251
3749,downpour,medium,0,Uttarakhand,79.49289836,30.74119873,2011-07-09,3082,7.420540322,240.1877017,0.1075536981,-0.1856090128,1.756956935,7,0,0,89.20435286,201.625453
3750,downpour,medium,0,Uttarakhand,78.59249884,30.76519761,2011-07-09,1411,12.0434971,127.3724318,0.3892320991,-0.4240551293,1.347882867,7,0,0,74.88121223,165.9964671
3751,downpour,medium,0,Uttarakhand,79.0684945,30.733101,2011-07-09,3524,13.39286086,232.2743985,0.05775915459,-0.1062984318,3.526844978,7,0,0,0,394.7466736
3752,downpour,medium,0,Uttarakhand,78.41290408,31.01880007,2011-07-09,3275,56.54331983,150.0481878,0.5882052183,-0.6129357219,0.1464492977,7,0,0,100.674736,372.4391975
3756,downpour,medium,0,Himachal Pradesh,76.93299979,31.7098983,2011-7-10,771,3.754743966,119.5596511,0.07446029782,-0.133326456,49.71761703,4,0,0,193.5375328,312.2671604
3757,downpour,medium,0,Uttarakhand,78.43990394,30.7332972,2011-7-10,1457,33.95036582,170.3378907,0.8232832551,-0.7397129536,3.412759781,7,0,0,0,193.713974
3759,downpour,medium,0,Uttarakhand,79.11270203,30.50599899,2011-7-11,1974,5.674579787,109.0154881,0.5684533715,-0.6125899553,1.447188973,7,0,0,0,156.1500549
3763,downpour,small,0,Himachal Pradesh,77.1779828,31.10587739,2011-7-12,2210,36.52567911,314.3783046,0.5186998248,-0.4883624911,189.899353,4,43.48726654,86.97453308,133.3490791,311.8647442
3777,downpour,medium,1,Himachal Pradesh,77.21810133,32.34909706,2011-7-15,3328,4.303522746,130.1912235,0.005604447797,-0.05345736071,0.739708066,7,0,0,0,36.30624485
3807,rain,medium,3,Kashmir,76.04119741,33.69170118,2011-7-19,4895,19.03020895,9.742469247,-0.05614285916,0.065651007,0.006020294968,,0,24.40441132,24.40441132,24.40441132
3819,rain,medium,1,Uttarakhand,79.33180441,30.40430027,2011-7-21,1066,24.41674583,321.6723148,0.658669889,-0.6276391745,6.724357128,7,84.85933685,84.85933685,214.4875679,346.0676613
3820,rain,medium,1,Uttarakhand,78.11229824,30.16650087,2011-7-21,465,1.417839902,310.8457011,0.5130178928,-0.4862474203,9.50399971,7,152.8312988,267.704483,384.0150146,540.2711716
3821,rain,medium,1,Uttarakhand,79.63670437,29.73340176,2011-7-21,1579,31.08826648,152.3696086,0.4651004076,-0.5267886519,1.223187447,7,65.67474365,65.67474365,152.3209953,365.8624496
3839,downpour,medium,0,Himachal Pradesh,77.18699464,32.18960394,2011-7-25,1738,54.50985178,127.7160424,0.5337180495,-0.5526353717,1.100269675,7,38.55228138,38.55228138,67.31992245,67.31992245
3859,downpour,medium,0,Uttarakhand,78.19699887,30.01199748,2011-7-29,346,1.416574576,130.8899812,0.7285240293,-0.6391450763,6.013418674,7,60.94455338,110.1261101,300.0036964,483.6979809
3884,continuous_rain,medium,0,Himachal Pradesh,77.13222351,31.69137966,2011-08-06,918,16.01560847,239.4986079,0.2629585564,-0.2887719572,3.492882013,7,0,20.00565529,229.2605915,356.4361858
3888,rain,medium,0,Himachal Pradesh,77.92579634,31.24030145,2011-08-07,1938,9.037723727,252.2228529,0.1254856288,-0.1649623513,2.615856886,7,0,205.5110626,388.8747864,487.9731216
3889,downpour,medium,0,Himachal Pradesh,76.93160409,31.70829749,2011-08-07,764,2.179388788,90,0.07783595473,-0.149879843,53.74336624,7,58.41276169,58.41276169,399.4215965,534.2456779
3890,downpour,medium,0,Himachal Pradesh,77.02239585,31.71456698,2011-08-07,857,20.306381,41.9536085,0.1590455323,-0.2119711041,2.280730247,6,69.6740799,95.64313126,323.67836,478.3609848
3891,downpour,medium,0,Kashmir,75.19960006,33.44060028,2011-08-07,1695,16.30122078,152.3323185,0.2981949449,-0.360830754,10.25276756,7,0,0,25.23941994,61.28374195
3892,downpour,medium,0,Kashmir,75.0017988,33.02709892,2011-08-07,2104,29.92661063,47.55299781,0.7695708871,-0.6685740352,1.556820512,4,63.48600769,81.99500084,230.5123501,375.98522
3894,downpour,medium,0,Himachal Pradesh,77.3916005,31.07659893,2011-08-07,1305,2.1469361,210.2757367,0.3741290271,-0.4462077618,3.026848078,4,0,152.9941635,249.3218307,406.386219
3895,downpour,medium,0,Himachal Pradesh,77.39129728,31.07659893,2011-08-07,1305,2.1469361,149.7242633,0.4408647716,-0.4943238199,3.026848078,4,0,152.9941635,249.3218307,406.386219
3899,downpour,medium,0,Uttarakhand,78.3755056,30.22579799,2011-08-08,972,30.32897457,243.7225273,0.6152573824,-0.6310821772,1.394025564,7,97.84337997,206.2329826,341.0596466,696.1259556
3900,downpour,medium,0,Uttarakhand,79.55660108,30.65210143,2011-08-08,3442,15.11604418,321.17474,0.5421148539,-0.4963419437,0.2692675292,9,25.00695992,88.51195335,88.51195335,416.5060883
3905,rain,medium,0,Uttarakhand,78.30410202,30.28279868,2011-8-10,1661,39.88666203,238.4678461,0.4629791677,-0.5379620194,1.303894281,4,0,98.24758148,422.4198799,744.7411861
3907,downpour,medium,0,Kashmir,74.85559825,32.73270015,2011-8-11,333,2.156904891,210.7267353,0.1414902955,-0.1940737963,92.97543335,7,70.25637054,128.7082043,203.5058937,359.8627462
3908,rain,medium,1,Kashmir,74.87599864,32.73699872,2011-8-11,366,27.159175,102.7603096,0.4239983857,-0.4310742915,35.14887238,4,70.25637054,128.7082043,203.5058937,359.8627462
3913,rain,medium,0,Uttarakhand,78.17230437,29.91210024,2011-8-12,283,1.069901736,90,0.5486515164,-0.5258091688,5.336022854,4,48.36391068,72.54586601,215.4140911,485.683836
3914,rain,large,11,Uttarakhand,79.5681992,28.86649901,2011-8-12,208,1.058963824,270,0.6032044888,-0.556671381,6.934378147,7,22.94797707,93.63524055,256.4742393,584.655673
3917,downpour,medium,2,Himachal Pradesh,76.93129641,31.70769997,2011-8-13,770,14.55947622,35.88018506,0.09828297794,-0.1758073419,46.56030655,7,221.8382568,338.6637802,338.6637802,814.4966965
3947,downpour,medium,0,Kashmir,77.19580137,28.6809023,2011-8-27,217,0,0,0.1784517616,-0.2096851319,191.3729401,4,0,57.06898403,159.7873907,267.3396473
4090,downpour,medium,0,Kashmir,79.35320364,29.91300097,2011-12-10,1023,15.75672036,216.5627965,0.4742631614,-0.5188583136,4.659010887,4,0,0,0,0
4139,downpour,medium,1,NCT,75.2372973,33.24069878,2012-1-12,703,17.33479989,213.9226514,0.07853715867,-0.1360527873,7.513178825,7,0,124.2976513,143.2987881,143.2987881
4140,downpour,medium,0,Uttarakhand,75.20449615,33.42089997,2012-1-13,1642,32.51760089,256.7893143,0.08512414992,-0.1571975946,7.05557394,7,0,131.6700897,131.6700897,131.6700897
4183,downpour,medium,0,Kashmir,75.23809994,33.24240215,2012-02-04,743,10.52779634,249.6091631,0.1596292555,-0.1826161295,7.889660835,7,9.760489464,9.760489464,9.760489464,182.4295244
4198,downpour,medium,0,Kashmir,75.5226976,32.36819985,2012-2-15,319,2.15462714,149.3754172,0.08865062147,-0.1539655626,41.06644821,7,8.785240173,17.57048035,30.78628063,30.78628063
4202,downpour,medium,0,Kashmir,76.12010121,32.56549724,2012-2-16,811,18.81241319,286.5651309,0.0887799561,-0.1387896985,5.370659828,7,14.10991001,42.32973003,70.83811235,70.83811235
4210,downpour,medium,0,Kashmir,75.24410189,33.23610144,2012-2-19,753,34.2220398,181.6305427,0.008585567586,-0.04862389341,7.876481533,7,0,19.69202042,19.69202042,44.0411396
4218,downpour,medium,2,Himachal Pradesh,75.23400202,33.241002,2012-2-22,691,13.16746415,194.3705668,0.08043761551,-0.1242426559,7.524273396,7,4.870984674,4.870984674,24.07043707,53.35190547
4240,unknown,medium,6,Kashmir,80.21230297,29.57979911,2012-03-04,1540,25.49079126,321.3435493,0.233863458,-0.223886162,43.53029251,4,0,0,0,14.69587612
4277,downpour,medium,0,Kashmir,74.7361969,34.65069774,2012-3-19,2393,24.70438447,350.1483457,0.5095739365,-0.5141543746,0.8026013374,9,10.1529057,18.87619042,30.15426755,42.77626789
4325,unknown,medium,2,Uttarakhand,75.54879672,33.14670093,2012-4-16,1144,9.449236522,166.5654717,0.2833745778,-0.3272954524,23.65174866,7,26.40698433,63.06108046,73.81062984,88.98632288
4335,rain,medium,1,Kashmir,75.23809994,33.24130076,2012-4-24,734,13.55965418,241.9765501,0.4879439175,-0.4846949279,7.599777699,7,18.72696733,34.92368174,91.66675329,138.4880481
4396,unknown,medium,1,Kashmir,77.57679588,34.15340096,2012-06-08,3417,5.977653584,201.9396345,0.07284901291,-0.1223651692,1.874537349,9,5.050522327,5.050522327,5.050522327,10.33020008
4445,downpour,medium,0,Kashmir,78.32209895,30.12809909,2012-07-05,421,11.75989057,158.9234147,0.1375493854,-0.2196659893,21.20498085,7,84.00307846,84.00307846,155.8004646,155.8004646
4447,downpour,medium,0,Kashmir,77.20900031,31.10659977,2012-07-05,2238,44.60320655,143.5392302,0.1623097509,-0.2694165707,3.38192606,4,75.64748383,94.55935478,115.1629765,168.5387928
4452,downpour,medium,0,Himachal Pradesh,77.99880075,34.01229716,2012-07-07,4908,17.22848376,125.045439,0.09027288854,-0.2138347626,0.02594213933,9,0,0,0,0
4472,downpour,large,1,Uttarakhand,78.44000204,30.73620008,2012-8-14,1668,38.43838921,163.4562135,0.3091519773,-0.3703795969,2.799510241,7,44.4685936,134.2860451,336.8885517,542.5290737
4481,downpour,medium,0,Kashmir,79.56050279,30.65940098,2012-8-17,3307,52.72563102,308.0258417,0.2839224041,-0.2400649041,0.2341862321,7,75.69029617,119.0937538,119.0937538,429.9431114
4487,unknown,medium,0,Uttarakhand,78.32330291,30.61790013,2012-8-17,860,38.53034694,200.7523771,0.2445872277,-0.2896377146,2.394417286,4,68.75326538,103.1298981,228.4032459,558.1362362
4497,downpour,medium,0,Uttarakhand,78.07099805,32.22780059,2012-8-18,3656,18.65456261,163.5359523,0.08656381071,-0.1319065839,0.4547165036,9,0,0,3.514382124,36.34531713
4498,downpour,medium,4,Uttarakhand,77.19469997,32.17970027,2012-8-18,1861,14.07587496,277.4188888,0.2713271976,-0.2419246286,0.7065792084,7,11.48337269,11.48337269,48.83756065,151.416666
4501,downpour,medium,0,Uttarakhand,74.83329828,33.08290011,2012-8-20,516,1.854334169,0,0.1331393719,-0.1904719323,14.30417919,4,88.26012421,151.9884224,196.2898378,540.2456789
4504,downpour,medium,0,Himachal Pradesh,74.94989932,34.61130159,2012-8-21,2657,18.77511517,180,0.289791882,-0.3870716393,0.09793269634,7,0,0,0,7.171627045
4507,downpour,medium,0,Himachal Pradesh,75.23819804,33.2411982,2012-8-22,732,13.16746415,194.3705668,0.07947633415,-0.1520219445,7.494973183,7,22.67306709,62.29958916,92.25017929,250.6310029
4513,downpour,medium,1,Kashmir,76.26989579,32.10019896,2012-8-24,761,19.20990513,12.67229349,0.6625115275,-0.6016405225,14.48479843,4,123.9330368,313.9294567,527.9645214,941.5210438
4514,downpour,medium,0,Kashmir,76.93119831,31.70899756,2012-8-24,770,1.431079631,229.6112041,0.01566134207,-0.1859721392,51.24991608,7,74.34375,170.7149143,346.0325317,620.5134354
4515,downpour,medium,0,Kashmir,77.28469801,30.73949981,2012-8-24,1634,36.84073562,321.063,0.6859408021,-0.6307806373,0.8133793473,7,129.0742493,221.0913887,345.673214,605.8131924
4516,downpour,medium,0,Himachal Pradesh,77.09690297,30.90440183,2012-8-24,1451,17.37332175,231.6198804,0.4718655944,-0.5094419122,16.43463516,7,144.2597542,237.8028822,353.6374159,600.8161974
4523,downpour,medium,0,Himachal Pradesh,74.09339965,33.77500164,2012-8-29,1028,11.33104868,118.9930904,0.6111742258,-0.5917983055,16.68880081,7,22.84647179,46.41700554,116.3507624,212.3567324
4550,downpour,medium,0,Himachal Pradesh,78.98290205,30.28530024,2012-9-14,646,11.8839782,0,0.5137190223,-0.5059023499,11.22694588,7,35.4180069,35.4180069,69.73816681,260.5779266
4551,downpour,medium,0,Himachal Pradesh,79.77580157,29.84099987,2012-9-14,879,1.415187374,310.9386514,0.3140956163,-0.3253163099,10.31698895,7,88.48561668,153.9054623,217.7633305,344.1994734
4555,downpour,medium,0,Kashmir,75.14320581,32.92950257,2012-9-15,767,2.208951515,90,0.3252962828,-0.4034177959,27.6492424,4,69.79621887,109.2172012,256.3673859,503.5428715
4557,downpour,large,9,Uttarakhand,77.88760414,33.30300134,2012-9-16,4898,24.6944433,189.6996656,0.04044862092,-0.1283631623,0.01003794279,9,0,0,0,0
4559,downpour,very_large,19,Uttarakhand,74.95970042,33.96390254,2012-9-17,1586,3.704791834,0,0.4553283155,-0.4362443984,6.274364471,7,90.8556366,90.8556366,90.8556366,105.9943924
4565,downpour,medium,0,Kashmir,77.102896,31.02259922,2012-9-18,1697,16.47491072,315.3636998,0.3409846425,-0.3879659772,1.205167532,7,0,206.8619194,277.2058678,585.9168968
4658,downpour,medium,0,Kashmir,75.15329675,32.95220386,2012-12-11,942,24.17102014,125.2462162,0.35678491,-0.4158297479,5.232065201,4,0,5.150688648,5.150688648,5.150688648
4764,downpour,medium,0,Kashmir,75.20269913,33.43719798,2013-2-22,1800,28.96243594,173.964224,0.295473963,-0.4155600369,5.284943104,7,35.63758469,52.41072607,55.36166668,135.7156994
4823,downpour,medium,0,Himachal Pradesh,75.48319889,34.29460285,2013-4-26,3482,2.16722064,148.8170523,0.006894445512,-0.036255721,0.4463036954,7,1.299318433,7.351245999,13.65938103,32.29135585
4875,rain,medium,0,Kashmir,77.15000194,28.75800016,2013-5-26,210,4.213303336,131.2397206,0.06575284153,-0.1316539943,149.7572479,7,0,0,0,0
4912,snowfall_snowmelt,medium,0,Kashmir,76.70430141,31.48980153,2013-6-11,710,7.028319449,321.9816497,0.5699801445,-0.5408421755,3.013155699,7,12.28073025,36.84219074,44.86271381,44.86271381
4913,rain,medium,1,Kashmir,76.67019821,31.48809816,2013-6-11,689,7.68578679,196.3395267,0.3767601252,-0.3964850008,8.665348053,7,12.15684605,36.47053814,43.94785833,46.83664107
