system:index,aspect,elevation,label,ndvi,ndwi,point_id,population,rainfall_14d,rainfall_30d,rainfall_3d,rainfall_7d,road_distance_m,slope,soil_type,.geo
129,318.444775229275,5823,0,-0.0017048683462777042,0.04830699774266366,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,13.629963874816895,69.7713041305542,7.758144378662109,7.758144378662109,-9999,62.28660199603726,,"{""type"":""Point"",""coordinates"":[77.69922955370555,34.871329337841985]}"
130,279.56178103302005,5050,0,0.09988156336360048,-0.19622155431515673,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,37.48689937591553,104.85451984405518,7.702767848968506,26.95655345916748,-9999,16.296522142868437,9,"{""type"":""Point"",""coordinates"":[81.05068397544137,32.620746922683715]}"
131,85.26262572491939,3979,0,0.2327718223583461,-0.2905811623246493,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,29.33789825439453,29.33789825439453,17.95057487487793,17.95057487487793,-9999,38.09714159658715,9,"{""type"":""Point"",""coordinates"":[78.32063223765778,31.84978340252688]}"
132,228.5999735897975,275,0,0.40288713910761154,-0.3648260453239706,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,40.71194839477539,170.9281301498413,0.0,11.094876289367676,-9999,1.4022208320949283,4,"{""type"":""Point"",""coordinates"":[76.46763869915841,28.161774541016467]}"
133,49.24494949862754,175,0,-0.012858555885262116,-0.04502617801047121,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,90.9761381149292,0.0,0.0,-9999,4.254357247844888,7,"{""type"":""Point"",""coordinates"":[73.86019180615179,30.479803169999187]}"
134,290.1220427604968,476,0,0.8075244231968406,-0.6485308056872038,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,135.33421802520752,323.1368818283081,0.0,91.70279693603516,-9999,8.034999987493105,4,"{""type"":""Point"",""coordinates"":[76.26053437502027,31.251700467364874]}"
135,220.86405197136912,1166,0,0.7075023741690408,-0.5960940967598757,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,230.42916297912598,416.5071716308594,45.375709533691406,136.56562614440918,-9999,26.211627146425243,4,"{""type"":""Point"",""coordinates"":[76.88669379159228,31.31129746959447]}"
136,113.34011513557455,218,0,0.7598550067965564,-0.6773914921183329,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,17.415740966796875,182.2705488204956,0.0,0.0,-9999,2.3397333530742803,4,"{""type"":""Point"",""coordinates"":[75.28516890980205,30.345480259442155]}"
137,270.0,207,0,0.3333333333333333,-0.3673036093418259,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,8.447208523750305,193.12157547473907,0.0,1.8960329294204712,-9999,3.178113813895569,6,"{""type"":""Point"",""coordinates"":[75.59809346430264,29.000881759388466]}"
138,96.34518870942499,5313,0,-0.1267865375749193,0.15559518502006242,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,74.42112731933594,125.14548110961914,74.42112731933594,74.42112731933594,-9999,16.32757994704406,,"{""type"":""Point"",""coordinates"":[76.53209855606256,33.48873497935193]}"
139,221.08759419168138,4749,0,0.08663474096647801,-0.21934538348803126,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,0.0,0.0,0.0,-9999,29.179730845989198,9,"{""type"":""Point"",""coordinates"":[79.2833098154862,33.06375400426675]}"
140,26.251543119180347,2656,0,0.8773402194964494,-0.85814696485623,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,58.90744972229004,213.52240562438965,22.360319137573242,40.63388442993164,-9999,41.49015557470224,4,"{""type"":""Point"",""coordinates"":[73.91330092943956,34.14527532595109]}"
141,188.75591640791458,5600,0,0.024372230428360415,-0.019852941176470587,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,33.052157402038574,57.03793811798096,20.01810646057129,20.01810646057129,-9999,40.960218660345625,9,"{""type"":""Point"",""coordinates"":[79.8073237212619,30.96100185891837]}"
142,219.5043926814738,1795,0,0.13369467028003612,-0.07081911262798635,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,196.0960717201233,369.04207277297974,81.79372596740723,121.3933835029602,-9999,33.876011966404825,4,"{""type"":""Point"",""coordinates"":[79.98967588526286,29.334206069335785]}"
143,90.0,209,0,0.36384976525821594,-0.2562162162162162,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,18.787439346313477,280.8737602233887,5.858432292938232,13.17311716079712,-9999,1.0843811884577368,4,"{""type"":""Point"",""coordinates"":[74.64032689404887,31.216471198145065]}"
144,189.86662102930202,5107,0,0.14021571648690292,-0.22213047068538397,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,0.0,0.0,0.0,-9999,12.954457182923957,9,"{""type"":""Point"",""coordinates"":[80.75543113276694,34.77876192777147]}"
145,73.93271142313162,212,0,0.8141197497765862,-0.7522658610271903,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,160.02644062042236,0.0,0.0,-9999,3.3473591598289474,4,"{""type"":""Point"",""coordinates"":[75.03458897046579,30.225490308046073]}"
146,238.74839199199695,1056,0,0.8339350180505415,-0.6821192052980133,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,85.34627342224121,422.0399913787842,35.13594436645508,51.87272071838379,-9999,18.94362950155254,7,"{""type"":""Point"",""coordinates"":[73.57179649810327,34.1545115329437]}"
147,212.50182590685992,488,0,0.8824696255888916,-0.7325422181652214,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,338.2871570587158,547.2364826202393,109.25969696044922,184.48467445373535,-9999,9.800916644835546,7,"{""type"":""Point"",""coordinates"":[79.3476013815369,29.309769596962816]}"
148,49.24018085942454,199,0,0.5733000623830318,-0.5007438262421898,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,175.79271125793457,0.0,0.0,-9999,1.4203029001775045,7,"{""type"":""Point"",""coordinates"":[74.48377797653768,30.463432103843683]}"
149,21.6406492456064,5173,0,0.1492760858711932,-0.23763440860215054,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,47.398263931274414,148.4395637512207,12.710478782653809,47.398263931274414,-9999,2.9907478682964728,9,"{""type"":""Point"",""coordinates"":[80.84298312596245,32.84269513059512]}"
150,146.78705059145958,214,0,0.5336087119789711,-0.5064551825894504,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,13.035759925842285,213.98865509033203,3.9011902809143066,6.126217842102051,-9999,7.713191801881116,7,"{""type"":""Point"",""coordinates"":[75.72572051641089,29.214028352603794]}"
151,58.960653275670644,5579,0,0.07281553398058252,-0.18908531898539585,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,0.0,0.0,0.0,-9999,23.726503964175546,6,"{""type"":""Point"",""coordinates"":[78.22856392872292,35.24200992053967]}"
152,270.0,208,0,0.23618990743505525,-0.27071823204419887,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,9.941536903381348,185.79211711883545,0.0,0.0,-9999,1.0614836935333853,7,"{""type"":""Point"",""coordinates"":[75.5440440333931,29.112256590719497]}"
153,155.33201012511606,800,0,0.5908111988513999,-0.54049356969065,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,139.58556747436523,364.91940689086914,40.6389274597168,83.20174026489258,-9999,13.038394527660984,7,"{""type"":""Point"",""coordinates"":[74.48206088773163,33.12882442803108]}"
154,30.093985077682795,296,0,0.6641994546162836,-0.6399232245681382,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,168.7642059326172,378.494553565979,0.0,89.11511611938477,-9999,2.1429820828071477,7,"{""type"":""Point"",""coordinates"":[77.04993862272543,30.372907680289895]}"
155,304.8680530762405,5522,0,0.1265474552957359,-0.250381679389313,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,16.068898677825928,58.13901233673096,0.0,16.068898677825928,-9999,8.058299330723242,9,"{""type"":""Point"",""coordinates"":[81.0403940325294,33.26567630542621]}"
156,49.09011594605984,227,0,0.7380952380952381,-0.6536702243519931,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,116.65892887115479,0.0,0.0,-9999,1.4160068509776353,4,"{""type"":""Point"",""coordinates"":[75.85572233434321,29.942245470998333]}"
157,55.95476364181586,4542,0,-0.011573081868838405,-0.06907742234585072,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,50.239362716674805,132.36105918884277,22.974496841430664,50.239362716674805,-9999,51.832185116330855,7,"{""type"":""Point"",""coordinates"":[75.69222561993614,33.981720755983666]}"
158,196.41633249951735,5202,0,0.05798728020950243,-0.148659626320065,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,0.0,0.0,0.0,-9999,41.809895536609005,9,"{""type"":""Point"",""coordinates"":[78.81399088722725,33.641030157196695]}"
159,186.16941456345526,3065,0,0.227554684949396,-0.19138149556400508,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,46.934263706207275,78.27247285842896,20.453649520874023,20.453649520874023,-9999,27.520694303243896,9,"{""type"":""Point"",""coordinates"":[81.22992438423812,29.854006709262563]}"
160,270.0,221,0,0.3787575150300601,-0.29,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,240.15156841278076,0.0,0.0,-9999,3.256407329591031,7,"{""type"":""Point"",""coordinates"":[74.82323552304607,31.401366032487132]}"
161,90.0,286,0,0.24841571609632446,-0.29180327868852457,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,175.14297103881836,360.76511001586914,48.24197006225586,106.58219528198242,-9999,4.404823732475294,4,"{""type"":""Point"",""coordinates"":[74.13685951408054,32.797611985147576]}"
162,329.5025479046991,244,0,0.5772357723577236,-0.45217632381480455,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,222.5025177001953,469.1294136047363,0.0,176.0022201538086,-9999,2.1518086754298267,7,"{""type"":""Point"",""coordinates"":[75.5815950742949,31.90574829415802]}"
163,346.9510419896112,262,0,0.6628637951105937,-0.598835907768077,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,47.99728488922119,199.40211296081543,0.0,14.832295417785645,-9999,4.749471138723736,4,"{""type"":""Point"",""coordinates"":[76.39957204811344,30.35289357439447]}"
164,-0.0,4905,0,-0.07311586051743532,0.053417576105686385,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,83.00159454345703,104.00301551818848,64.14058685302734,64.14058685302734,-9999,3.704791833623834,,"{""type"":""Point"",""coordinates"":[77.67915641172529,32.16392695957588]}"
165,230.00226965915652,303,0,0.7473903966597077,-0.694331983805668,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,193.97396087646484,447.650577545166,61.90597915649414,61.90597915649414,-9999,1.442682906041314,7,"{""type"":""Point"",""coordinates"":[73.9620596960447,32.96179269431546]}"
166,130.82287500670412,4539,0,0.0020134228187919465,0.020662512299114463,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,3.7576677799224854,0.0,0.0,-9999,29.663074907310573,9,"{""type"":""Point"",""coordinates"":[76.40560632435634,34.27807656149892]}"
167,275.7303925204138,4658,0,0.11778602767465407,-0.22394678492239467,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,22.307403087615967,51.27490472793579,22.307403087615967,22.307403087615967,-9999,17.965270479892265,9,"{""type"":""Point"",""coordinates"":[79.37074237618853,31.464222190141793]}"
168,270.0,273,0,0.32151898734177214,-0.2364784840110541,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,154.58732223510742,371.00700187683105,0.0,116.11697769165039,-9999,1.0871497413504136,7,"{""type"":""Point"",""coordinates"":[75.88534506763642,31.456381676254082]}"
169,242.2502749591913,5461,0,0.047493403693931395,-0.15827862873814733,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,12.495489120483398,12.495489120483398,10.412907600402832,12.495489120483398,-9999,9.861405854041427,9,"{""type"":""Point"",""coordinates"":[77.58841850310588,32.670278924535516]}"
170,180.0,199,0,-0.1827485380116959,0.03869303525365434,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,143.71889209747314,0.0,0.0,-9999,0.9274099368611016,7,"{""type"":""Point"",""coordinates"":[74.60332948061827,29.743029794388924]}"
171,166.24664570395737,5766,0,0.08168316831683169,-0.2494639027877055,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,0.0,0.0,0.0,-9999,9.461729975028067,9,"{""type"":""Point"",""coordinates"":[79.01441302862075,35.20204083288524]}"
172,2.3157491963555685,4531,0,0.46938775510204084,-0.46938775510204084,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,0.0,0.0,0.0,-9999,25.921144559598112,9,"{""type"":""Point"",""coordinates"":[76.77376216286069,34.48488249677718]}"
173,142.0924033556692,1001,0,0.890117994100295,-0.7916812303390423,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,231.1973934173584,417.23614978790283,47.39045715332031,122.60281181335449,-9999,3.5221264549707922,4,"{""type"":""Point"",""coordinates"":[76.97134549809209,31.114477197351793]}"
174,210.45224385422705,317,0,0.6303123399897593,-0.5389076848719188,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,172.37055587768555,401.9284477233887,0.0,140.58724212646484,-9999,2.1508107407716617,7,"{""type"":""Point"",""coordinates"":[75.79719932603712,31.739287700619133]}"
175,170.0327612644709,5139,0,-0.004076086956521739,-0.06154960173787111,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,37.51639270782471,37.51639270782471,32.15690803527832,37.51639270782471,-9999,23.930099419850485,7,"{""type"":""Point"",""coordinates"":[77.5859334210951,32.5410606917921]}"
176,42.99740961152779,4539,0,0.0026666666666666666,-0.03296703296703297,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,21.053497314453125,68.91474151611328,11.540570259094238,16.29703378677368,-9999,16.052096161242666,9,"{""type"":""Point"",""coordinates"":[75.49888456312482,34.414056522831125]}"
177,67.22685201989242,329,0,0.7546919431279621,-0.623859649122807,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,184.33782386779785,402.09085273742676,0.0,98.33781433105469,-9999,2.3947049985319553,4,"{""type"":""Point"",""coordinates"":[74.72398838450412,32.90001694444253]}"
178,135.81159219733252,2047,0,0.8574561403508771,-0.7618304732189287,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,175.48262977600098,351.24092292785645,45.003379821777344,94.9602222442627,-9999,23.216125834103565,4,"{""type"":""Point"",""coordinates"":[79.21994786599096,29.967713540789205]}"
179,293.4275939885119,215,0,0.6206088992974239,-0.5727272727272728,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,108.86249279975891,0.0,0.0,-9999,4.655295334017513,7,"{""type"":""Point"",""coordinates"":[75.38817633248718,29.93181212366766]}"
180,270.0,291,0,0.5235204855842185,-0.4896142433234421,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,40.71194839477539,170.9281301498413,0.0,11.094876289367676,-9999,4.199290158640198,6,"{""type"":""Point"",""coordinates"":[76.47588994612812,28.128535070081302]}"
181,66.41703420160594,4016,0,0.8613042661153918,-0.7591474245115453,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,31.263195037841797,48.89917850494385,12.410659790039062,12.410659790039062,-9999,44.15941730065578,7,"{""type"":""Point"",""coordinates"":[74.18405227658802,35.06484593192042]}"
182,180.0,4854,0,0.16666666666666666,-0.290181020296215,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,17.583611965179443,77.42333698272705,17.583611965179443,17.583611965179443,-9999,7.378860558827169,9,"{""type"":""Point"",""coordinates"":[81.27526682693458,30.726970126815324]}"
183,16.679047122961098,5736,0,-0.11143410852713179,0.13080568720379146,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,16.803682327270508,0.0,0.0,-9999,18.673960228748264,,"{""type"":""Point"",""coordinates"":[77.66233398064448,33.44647193851933]}"
184,102.42103438268647,5543,0,0.03065304309195913,-0.08818011257035648,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,0.0,0.0,0.0,-9999,16.7537067365925,9,"{""type"":""Point"",""coordinates"":[78.51031088520405,34.31662558455233]}"
185,197.74630668792727,2946,0,0.015250544662309368,0.022377622377622378,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,214.3548583984375,342.21178245544434,85.46416854858398,141.28993606567383,-9999,29.287453988573894,7,"{""type"":""Point"",""coordinates"":[77.34402500176442,31.54943881450874]}"
186,160.61349599758543,5256,0,0.11847133757961784,-0.20604395604395603,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,15.882145881652832,0.0,0.0,-9999,16.263713336002215,9,"{""type"":""Point"",""coordinates"":[80.21863995366013,33.29839593417619]}"
187,348.20664606886805,2304,0,-0.01042654028436019,0.02017832003754106,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,248.0645351409912,407.5164957046509,87.11246681213379,165.02828979492188,-9999,24.845630640959104,7,"{""type"":""Point"",""coordinates"":[77.26517141559066,31.21051385422141]}"
188,130.79174793614087,246,0,0.23145071982281284,-0.2508436445444319,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,18.58696174621582,134.6086869239807,0.0,0.0,-9999,2.837031678218512,4,"{""type"":""Point"",""coordinates"":[76.06621609842995,30.353342863277263]}"
189,73.87354605623769,259,0,0.5004694835680751,-0.3950240069838499,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,267.4551839828491,527.8870010375977,75.79156398773193,177.04997158050537,-9999,3.335429520085841,4,"{""type"":""Point"",""coordinates"":[78.15370084217493,29.84150415204884]}"
190,20.842916074070803,216,0,0.7797140303842717,-0.6916542790401359,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,67.27599620819092,230.6224250793457,12.102903366088867,26.912787437438965,-9999,2.9746341722944263,7,"{""type"":""Point"",""coordinates"":[77.45780983778683,28.892140217028587]}"
